snp	locus_gene	locus_entrez_id	distance_to_snp
rs10418046	MIR516A1	574498	67785
rs10418046	MIR527	574497	70513
rs10418046	MIR519A1	574496	72134
rs10418046	MIR522	574495	73318
rs10418046	MIR521-1	574494	75893
rs10418046	MIR520H	574493	82016
rs10418046	MIR517C	574492	83208
rs10418046	CACNG7	59284	84720
rs10418046	MIR518A2	574491	85196
rs10418046	MIR516B1	574490	87681
rs10418046	MIR518D	574489	89652
rs10418046	MIR518A1	574488	93525
rs10418046	MIR518E	574487	94690
rs10418046	MIR526A2	574486	97629
rs10418046	MIR516B2	574485	99089
rs10418046	MIR520G	574484	102360
rs10418046	MIR517B	574483	103473
rs10418046	MIR520D	574482	104433
rs10418046	MIR521-2	574481	107935
rs10418046	MIR519D	574480	111181
rs10418046	MIR517A	574479	112261
rs10418046	MIR524	574478	113527
rs10418046	MIR518C	574477	115780
rs10418046	MIR520C	574476	117076
rs10418046	MIR526A1	574475	118279
rs10418046	MIR518B	574474	121796
rs10418046	MIR520B	574473	123328
rs10418046	MIR518F	574472	124514
rs10418046	MIR523	574471	126144
rs10418046	MIR525	574470	126998
rs10418046	MIR519B	574469	129322
rs10418046	MIR526B	574468	130140
rs10418046	MIR520A	574467	133650
rs10418046	MIR1283-1	100302265	136048
rs10418046	MIR519C	574466	138060
rs10418046	CACNG8	59283	138425
rs10418046	MIR515-2	574465	139524
rs10418046	MIR520F	574464	142370
rs10418046	MIR519E	574463	144592
rs10418046	MIR515-1	574462	145530
rs10418046	MIR520E	574461	148818
rs10418046	MIR498	574460	150295
rs10418046	MIR1323	100302255	152575
rs10418046	MIR512-2	574459	155361
rs10418046	MIR935	100126325	157692
rs10418046	MIR512-1	574458	157853
rs10418046	CACNG6	59285	167673
rs10418046	DPRX	503834	187606
rs10418046	AC011487.2	284379	216164
rs10418046	VSTM1	284415	216210
rs10418046	ZNF331	55422	244346
rs10418046	TARM1	441864	245280
rs10418046	OSCAR	126014	270053
rs10418046	NDUFA3	4696	278113
rs10418046	TFPT	29844	282398
rs10418046	PRPF31	26121	290795
rs10418046	CNOT3	4849	313113
rs10418046	ZNF813	126017	328360
rs10418046	LENG1	79165	330546
rs10418046	TMC4	147798	335493
rs10418046	MBOAT7	79143	348797
rs10418046	TSEN34	79042	365323
rs10418046	ZNF761	388561	366354
rs10418046	ZNF761	110116772	366354
rs10418046	RPS9	6203	376127
rs10418046	TPM3P9	147804	379945
rs10418046	LILRB3	11025	391663
rs10418046	LILRB3	102725035	391663
rs10418046	LILRB3	107987425	391663
rs10418046	LILRB3	107987462	391663
rs10418046	ZNF765	91661	394202
rs10418046	LILRA6	79168	411977
rs10418046	LILRB5	10990	424816
rs10418046	ZNF525	170958	432398
rs10418046	LILRB2	10288	449206
rs10418046	MIR4752	100616171	457494
rs10418046	ZNF845	91664	469746
rs10418046	LILRA5	353514	482455
rs10418046	LILRA4	23547	508570
rs10418046	LAIR1	3903	526769
rs10418046	BIRC8	112401	532989
rs10418046	FAM90A27P	646508	539671
rs10418046	VN1R4	317703	556892
rs10418046	VN1R2	317701	562778
rs10418046	ZNF677	342926	569717
rs10418046	TTYH1	57348	590604
rs10418046	LENG8-AS1	104355426	620198
rs10418046	LENG8	114823	624272
rs10418046	ZNF665	79788	631229
rs10418046	LENG9	94059	637181
rs10418046	CDC42EP5	148170	640411
rs10418046	ZNF347	84671	665540
rs10418046	LAIR2	3904	673264
rs10418046	ZNF415	55786	691538
rs10418046	ZNF160	90338	721179
rs10418046	LILRA2	11027	748305
rs10418046	LILRA1	11024	768967
rs10418046	ERVV-2	100271846	773539
rs10418046	ZNF702P	79986	786717
rs10418046	LILRB1	10859	792543
rs10418046	ERVV-1	147664	808493
rs10418046	LILRB4	11006	819274
rs10418046	MIR8061	102466251	820694
rs10418046	ZNF816	125893	861704
rs10418046	ZNF816-ZNF321P	100529240	861792
rs10418046	ZNF321P	399669	882014
rs10418046	LILRP2	79166	883301
rs10418046	KIR3DL3	115653	899864
rs10418046	ZNF888	388559	901134
rs10418046	KIR2DL3	3804	913900
rs10418046	ZNF320	162967	926922
rs10418046	KIR2DL1	3802	945196
rs10418046	ZNF468	90333	966966
rs10418046	ZNF28	7576	967015
rs10418046	KIR2DL4	3805	978920
rs10418046	KIR3DL1	3811	991853
rs62087214	CD300A	11314	5071
rs62087214	GPRC5C	55890	19834
rs62087214	CD300LB	124599	49687
rs62087214	CD300C	10871	69621
rs62087214	AC079325.2	100130520	89214
rs62087214	GPR142	350383	98865
rs62087214	CD300LD	100131439	107878
rs62087214	BTBD17	388419	109541
rs62087214	KIF19	124602	115667
rs62087214	AC064805.1	101928343	128353
rs62087214	CD300E	342510	138400
rs62087214	DNAI2	64446	156603
rs62087214	RAB37	326624	199091
rs62087214	TTYH2	94015	209467
rs62087214	CD300LF	146722	222824
rs62087214	MGC16275	85001	258145
rs62087214	RPL38	6169	260832
rs62087214	MIR3615	100500847	277126
rs62087214	SLC9A3R1	9368	277165
rs62087214	NAT9	26151	299060
rs62087214	TMEM104	54868	304996
rs62087214	GRIN2C	2905	370536
rs62087214	FDXR	2232	391010
rs62087214	FADS6	283985	405812
rs62087214	USH1G	124590	444597
rs62087214	OTOP2	92736	452788
rs62087214	OTOP3	347741	464232
rs62087214	HID1	283987	479256
rs62087214	HID1-AS1	102723641	499217
rs62087214	CDR2L	30850	516145
rs62087214	MRPL58	3396	541183
rs62087214	KCTD2	23510	561088
rs62087214	ATP5H	10476	567376
rs62087214	SLC16A5	9121	616240
rs62087214	ARMC7	79637	638465
rs62087214	NT5C	30833	658738
rs62087214	JPT1	51155	663761
rs62087214	LINC02092	400620	670694
rs62087214	SUMO2	6613	694099
rs62087214	NUP85	79902	734172
rs62087214	GGA3	23163	765112
rs62087214	MRPS7	51081	790187
rs62087214	MIF4GD	57409	794741
rs62087214	AC022211.2	100287042	799882
rs62087214	SLC25A19	60386	801494
rs62087214	SDK2	54549	827398
rs62087214	GRB2	2885	846589
rs62087214	MIR3678	100500841	934582
rs62087214	AC124804.1	101928251	950080
rs62087214	TMEM94	9772	969672
rs704	VTN	7448	564
rs704	SEBOX	645832	2596
rs704	SARM1	23098	3484
rs704	TMEM199	147007	4157
rs704	MIR4723	100616388	7106
rs704	POLDIP2	26073	10318
rs704	TNFAIP1	7126	20831
rs704	SLC46A1	113235	26916
rs704	IFT20	90410	32351
rs704	TMEM97	27346	39155
rs704	KRT18P55	284085	50057
rs704	SLC13A2	9058	105453
rs704	PPY2P	23614	119551
rs704	FOXN1	8456	138403
rs704	PYY2	23615	139775
rs704	NLK	51701	171459
rs704	UNC119	9094	178867
rs704	PIGS	94005	185543
rs704	ALDOC	230	205275
rs704	SPAG5	10615	209725
rs704	SGK494	124923	240124
rs704	KIAA0100	9703	246600
rs704	SDF2	6388	280516
rs704	SUPT6H	6830	294251
rs704	PROCA1	147011	335357
rs704	RAB34	83871	346441
rs704	RPL23A	6147	351553
rs704	SNORD42B	26808	352710
rs704	SNORD4A	26773	354742
rs704	SNORD42A	26809	355589
rs704	SNORD4B	26772	355842
rs704	TLCD1	116238	356508
rs704	NEK8	284086	358057
rs704	TRAF4	9618	376144
rs704	FAM222B	55731	388138
rs704	LYRM9	201229	473088
rs704	ERAL1	26284	487098
rs704	MIR451A	574411	493529
rs704	MIR451B	100616273	493531
rs704	MIR144	406936	493693
rs704	MIR4732	100616385	493815
rs704	FLOT2	2319	511495
rs704	DHRS13	147015	529941
rs704	PHF12	57649	537410
rs704	AC024267.4	101927018	558435
rs704	NOS2	4843	567341
rs704	PIPOX	51268	582673
rs704	SEZ6	124925	587061
rs704	MYO18A	399687	703284
rs704	TIAF1	9220	705681
rs704	LGALS9	3965	718280
rs704	KSR1	8844	741402
rs704	CRYBA1	1411	879023
rs704	NUFIP2	57532	887996
rs704	TBC1D3P5	440419	936217
rs62143197	NLRP12	91662	6932
rs62143197	MIR373	442918	28689
rs62143197	MIR372	442917	29506
rs62143197	MIR371B	100616185	29720
rs62143197	MIR371A	442916	29721
rs62143197	MYADM	91663	48761
rs62143197	MIR519A2	574500	55032
rs62143197	MIR516A2	574499	56240
rs62143197	MIR1283-2	100302205	59144
rs62143197	MIR516A1	574498	60632
rs62143197	PRKCG	5582	61728
rs62143197	MIR527	574497	63360
rs62143197	MIR519A1	574496	64981
rs62143197	MIR522	574495	66165
rs62143197	MIR521-1	574494	68740
rs62143197	MIR520H	574493	74863
rs62143197	MIR517C	574492	76055
rs62143197	MIR518A2	574491	78043
rs62143197	MIR516B1	574490	80528
rs62143197	MIR518D	574489	82499
rs62143197	MIR518A1	574488	86372
rs62143197	MIR518E	574487	87537
rs62143197	MIR526A2	574486	90476
rs62143197	CACNG7	59284	91873
rs62143197	MIR516B2	574485	91936
rs62143197	MIR520G	574484	95207
rs62143197	MIR517B	574483	96320
rs62143197	MIR520D	574482	97280
rs62143197	MIR521-2	574481	100782
rs62143197	MIR519D	574480	104028
rs62143197	MIR517A	574479	105108
rs62143197	MIR524	574478	106374
rs62143197	MIR518C	574477	108627
rs62143197	MIR520C	574476	109923
rs62143197	MIR526A1	574475	111126
rs62143197	MIR518B	574474	114643
rs62143197	MIR520B	574473	116175
rs62143197	MIR518F	574472	117361
rs62143197	MIR523	574471	118991
rs62143197	MIR525	574470	119845
rs62143197	MIR519B	574469	122169
rs62143197	MIR526B	574468	122987
rs62143197	MIR520A	574467	126497
rs62143197	MIR1283-1	100302265	128895
rs62143197	MIR519C	574466	130907
rs62143197	MIR515-2	574465	132371
rs62143197	MIR520F	574464	135217
rs62143197	MIR519E	574463	137439
rs62143197	MIR515-1	574462	138377
rs62143197	MIR520E	574461	141665
rs62143197	MIR498	574460	143142
rs62143197	MIR1323	100302255	145422
rs62143197	CACNG8	59283	145578
rs62143197	MIR512-2	574459	148208
rs62143197	MIR512-1	574458	150700
rs62143197	MIR935	100126325	164845
rs62143197	CACNG6	59285	174826
rs62143197	DPRX	503834	180453
rs62143197	AC011487.2	284379	209011
rs62143197	VSTM1	284415	223363
rs62143197	ZNF331	55422	237193
rs62143197	TARM1	441864	252433
rs62143197	OSCAR	126014	277206
rs62143197	NDUFA3	4696	285266
rs62143197	TFPT	29844	289551
rs62143197	PRPF31	26121	297948
rs62143197	CNOT3	4849	320266
rs62143197	ZNF813	126017	321207
rs62143197	LENG1	79165	337699
rs62143197	TMC4	147798	342646
rs62143197	MBOAT7	79143	355950
rs62143197	ZNF761	388561	359201
rs62143197	ZNF761	110116772	359201
rs62143197	TSEN34	79042	372476
rs62143197	TPM3P9	147804	372792
rs62143197	RPS9	6203	383280
rs62143197	ZNF765	91661	387049
rs62143197	LILRB3	11025	398816
rs62143197	LILRB3	102725035	398816
rs62143197	LILRB3	107987425	398816
rs62143197	LILRB3	107987462	398816
rs62143197	LILRA6	79168	419130
rs62143197	ZNF525	170958	425245
rs62143197	LILRB5	10990	431969
rs62143197	LILRB2	10288	456359
rs62143197	ZNF845	91664	462593
rs62143197	MIR4752	100616171	464647
rs62143197	LILRA5	353514	489608
rs62143197	LILRA4	23547	515723
rs62143197	BIRC8	112401	525836
rs62143197	FAM90A27P	646508	532518
rs62143197	LAIR1	3903	533922
rs62143197	VN1R4	317703	549739
rs62143197	VN1R2	317701	555625
rs62143197	ZNF677	342926	562564
rs62143197	TTYH1	57348	597757
rs62143197	ZNF665	79788	624076
rs62143197	LENG8-AS1	104355426	627351
rs62143197	LENG8	114823	631425
rs62143197	LENG9	94059	644334
rs62143197	CDC42EP5	148170	647564
rs62143197	ZNF347	84671	658387
rs62143197	LAIR2	3904	680417
rs62143197	ZNF415	55786	684385
rs62143197	ZNF160	90338	714026
rs62143197	LILRA2	11027	755458
rs62143197	ERVV-2	100271846	766386
rs62143197	LILRA1	11024	776120
rs62143197	ZNF702P	79986	779564
rs62143197	LILRB1	10859	799696
rs62143197	ERVV-1	147664	801340
rs62143197	LILRB4	11006	826427
rs62143197	MIR8061	102466251	827847
rs62143197	ZNF816	125893	854551
rs62143197	ZNF816-ZNF321P	100529240	854639
rs62143197	ZNF321P	399669	874861
rs62143197	LILRP2	79166	890454
rs62143197	ZNF888	388559	893981
rs62143197	KIR3DL3	115653	907017
rs62143197	ZNF320	162967	919769
rs62143197	KIR2DL3	3804	921053
rs62143197	KIR2DL1	3802	952349
rs62143197	ZNF468	90333	959813
rs62143197	ZNF28	7576	959862
rs62143197	KIR2DL4	3805	986073
rs62143197	KIR3DL1	3811	999006
rs8176747	ABO	28	5527
rs8176747	OBP2B	29989	46678
rs8176747	SURF6	6838	72846
rs8176747	MED22	6837	82395
rs8176747	GBGT1	26301	91983
rs8176747	RPL7A	6130	92286
rs8176747	SNORD24	26820	93468
rs8176747	SNORD36A	26815	94528
rs8176747	SNORD36C	26813	94919
rs8176747	SURF1	6834	95827
rs8176747	SURF2	6835	100624
rs8176747	SURF4	6836	105521
rs8176747	RALGDS	5900	106594
rs8176747	STKLD1	169436	120439
rs8176747	REXO4	57109	150131
rs8176747	ADAMTS13	11093	158430
rs8176747	CEL	1056	184067
rs8176747	GTF3C5	9328	197425
rs8176747	MIR6877	102465528	203869
rs8176747	CACFD1	11094	204037
rs8176747	SLC2A6	11182	215167
rs8176747	MYMK	389827	258658
rs8176747	GFI1B	8328	264241
rs8176747	ADAMTSL2	9719	276236
rs8176747	MIR548AW	100846992	310157
rs8176747	TSC1	7248	311295
rs8176747	FAM163B	642968	322487
rs8176747	SPACA9	11092	365727
rs8176747	AK8	158067	377151
rs8176747	DBH	1621	380432
rs8176747	DBH-AS1	138948	398658
rs8176747	SARDH	1757	407632
rs8176747	VAV2	7410	505966
rs8176747	GTF3C4	9329	560973
rs8176747	DDX31	64794	585527
rs8176747	BARHL1	56751	665662
rs8176747	CFAP77	389799	682611
rs8176747	BRD3OS	266655	769511
rs8176747	BRD3	8019	774377
rs8176747	AL445931.1	100130548	798362
rs8176747	TTF1	7270	849077
rs8176747	WDR5	11091	879437
rs8176747	SETX	23064	900943
rs8176747	RNU6ATAC	100151684	908511
rs2250889	SLC12A5-AS1	109729184	267
rs2250889	MMP9	4318	2794
rs2250889	SLC12A5	57468	7923
rs2250889	ZNF335	63925	41595
rs2250889	NCOA5	57727	47218
rs2250889	PCIF1	63935	65744
rs2250889	PLTP	5360	101612
rs2250889	CD40	958	104505
rs2250889	CTSA	5476	114947
rs2250889	NEURL2	140825	122480
rs2250889	SPATA25	128497	126132
rs2250889	ZSWIM1	90204	128501
rs2250889	ZSWIM3	140831	134645
rs2250889	ACOT8	10005	156361
rs2250889	CDH22	64405	159966
rs2250889	SNX21	90203	170492
rs2250889	TNNC2	7125	180022
rs2250889	UBE2C	11065	196810
rs2250889	DNTTIP1	116092	202340
rs2250889	WFDC3	140686	221835
rs2250889	WFDC13	164237	304950
rs2250889	MIR3617	100500897	308587
rs2250889	WFDC10B	280664	308748
rs2250889	SLC35C2	51006	332213
rs2250889	WFDC11	259239	343497
rs2250889	ELMO2	63916	352282
rs2250889	WFDC9	259240	382499
rs2250889	WFDC10A	140832	382571
rs2250889	WFDC8	90199	434441
rs2250889	EPPIN	57119	466015
rs2250889	EPPIN-WFDC6	100526773	466341
rs2250889	WFDC6	140870	474272
rs2250889	ZNF334	55713	485863
rs2250889	SPINT3	10816	498143
rs2250889	OCSTAMP	128506	527179
rs2250889	WFDC2	10406	532235
rs2250889	SLC13A3	64849	544056
rs2250889	PIGT	51604	556833
rs2250889	MIR6812	102465487	588194
rs2250889	DBNDD2	55861	603157
rs2250889	TP53TG5	27296	605878
rs2250889	SYS1	90196	636969
rs2250889	SDC4	6385	665343
rs2250889	TP53RK	112858	670598
rs2250889	SLC2A10	81031	695720
rs2250889	RBPJL	11317	695943
rs2250889	MATN4	8785	705238
rs2250889	SLPI	6590	759203
rs2250889	SEMG2	6407	789309
rs2250889	SEMG1	6406	803995
rs2250889	PI3	5266	837223
rs2250889	EYA2	2139	880857
rs2250889	WFDC12	128488	889302
rs2250889	WFDC5	149708	898595
rs2250889	KCNS1	3787	912655
rs2250889	STK4	6789	933808
rs1065853	APOE	348	583
rs1065853	APOC1	341	4271
rs1065853	TOMM40	10452	6287
rs1065853	APOC1P1	342	16828
rs1065853	NECTIN2	5819	20748
rs1065853	APOC4	346	32262
rs1065853	APOC2	344	36006
rs1065853	CLPTM1	1209	44609
rs1065853	BCAM	4059	88556
rs1065853	RELB	5971	91454
rs1065853	CBLC	23624	109342
rs1065853	CLASRP	11129	129064
rs1065853	BCL3	602	149932
rs1065853	MIR8085	102465879	151255
rs1065853	ZNF296	162979	161524
rs1065853	AC011489.1	105372419	166534
rs1065853	GEMIN7	79760	169219
rs1065853	MARK4	57787	169312
rs1065853	PPP1R37	284352	181420
rs1065853	CEACAM16	388551	199262
rs1065853	CEACAM19	56971	225617
rs1065853	NKPD1	284353	239774
rs1065853	PVR	5817	246393
rs1065853	TRAPPC6A	79090	252952
rs1065853	MIR4531	100616355	256244
rs1065853	BLOC1S3	388552	268769
rs1065853	IGSF23	147710	273195
rs1065853	CEACAM22P	388550	289155
rs1065853	EXOC3L2	90332	302645
rs1065853	CEACAM20	125931	380188
rs1065853	CKM	1158	396438
rs1065853	ZNF180	7733	409452
rs1065853	KLC3	147700	423458
rs1065853	ERCC2	2068	439861
rs1065853	ZNF229	7772	461398
rs1065853	PPP1R13L	10848	469658
rs1065853	CD3EAP	10849	496233
rs1065853	ERCC1	2067	497357
rs1065853	ZNF285	26974	508368
rs1065853	MIR6088	102464836	526678
rs1065853	ZNF112	7771	542759
rs1065853	FOSB	2354	558019
rs1065853	RTN2	6253	575313
rs1065853	PPM1N	147699	578801
rs1065853	VASP	7408	596603
rs1065853	ZNF235	9310	604930
rs1065853	OPA3	80207	617451
rs1065853	ZNF233	353355	634659
rs1065853	ZNF227	7770	672708
rs1065853	GPR4	2828	679788
rs1065853	EML2	24139	697018
rs1065853	MIR330	442902	729018
rs1065853	EML2-AS1	100287177	731518
rs1065853	ZNF226	7769	731595
rs1065853	ZNF234	10780	749667
rs1065853	GIPR	2696	758268
rs1065853	MIR642A	693227	764952
rs1065853	MIR642B	100500845	764956
rs1065853	ZNF225	7768	775160
rs1065853	SNRPD2	6633	777478
rs1065853	QPCTL	54814	782507
rs1065853	AC021092.1	100379224	796831
rs1065853	ZNF224	7767	800090
rs1065853	FBXO46	23403	800653
rs1065853	ZNF284	342909	820363
rs1065853	BHMG1	388553	823275
rs1065853	ZNF223	7766	841985
rs1065853	SIX5	147912	854809
rs1065853	DM1-AS	109729182	857820
rs1065853	DMPK	1760	859741
rs1065853	DMWD	1762	872971
rs1065853	ZNF222	7673	876864
rs1065853	RSPH6A	81492	885734
rs1065853	ZNF230	7773	896050
rs1065853	SYMPK	8189	905434
rs1065853	AC006213.1	101928063	907140
rs1065853	ZNF155	7711	911651
rs1065853	ZNF221	7638	942267
rs1065853	FOXA3	3171	954013
rs1065853	IRF2BP1	26145	973631
rs1065853	ZNF45	7596	974698
rs1065853	MYPOP	339344	980044
rs967645	SLC46A1	113235	7805
rs967645	VTN	7448	13860
rs967645	SARM1	23098	17098
rs967645	SEBOX	645832	21707
rs967645	TMEM199	147007	23268
rs967645	MIR4723	100616388	26217
rs967645	POLDIP2	26073	29429
rs967645	TNFAIP1	7126	39942
rs967645	IFT20	90410	51462
rs967645	TMEM97	27346	58266
rs967645	KRT18P55	284085	69168
rs967645	SLC13A2	9058	86342
rs967645	FOXN1	8456	119292
rs967645	PPY2P	23614	138662
rs967645	PYY2	23615	158886
rs967645	UNC119	9094	159756
rs967645	PIGS	94005	166432
rs967645	ALDOC	230	186164
rs967645	NLK	51701	190570
rs967645	SPAG5	10615	190614
rs967645	SGK494	124923	221013
rs967645	KIAA0100	9703	227489
rs967645	SDF2	6388	261405
rs967645	SUPT6H	6830	275140
rs967645	PROCA1	147011	316246
rs967645	RAB34	83871	327330
rs967645	RPL23A	6147	332442
rs967645	SNORD42B	26808	333599
rs967645	SNORD4A	26773	335631
rs967645	SNORD42A	26809	336478
rs967645	SNORD4B	26772	336731
rs967645	TLCD1	116238	337397
rs967645	NEK8	284086	338946
rs967645	TRAF4	9618	357033
rs967645	FAM222B	55731	369027
rs967645	ERAL1	26284	467987
rs967645	MIR451A	574411	474418
rs967645	MIR451B	100616273	474420
rs967645	MIR144	406936	474582
rs967645	MIR4732	100616385	474704
rs967645	LYRM9	201229	492199
rs967645	FLOT2	2319	492384
rs967645	DHRS13	147015	510830
rs967645	PHF12	57649	518299
rs967645	AC024267.4	101927018	539324
rs967645	PIPOX	51268	563562
rs967645	SEZ6	124925	567950
rs967645	NOS2	4843	586452
rs967645	MYO18A	399687	684173
rs967645	TIAF1	9220	686570
rs967645	LGALS9	3965	737391
rs967645	KSR1	8844	760513
rs967645	CRYBA1	1411	859912
rs967645	NUFIP2	57532	868885
rs967645	TBC1D3P5	440419	955328
rs5756729	CDC42EP1	11135	4059
rs5756729	LGALS2	3957	4900
rs5756729	GGA1	26088	43129
rs5756729	CARD10	29775	45804
rs5756729	SH3BP1	23616	69308
rs5756729	Z83844.2	101927051	76486
rs5756729	MFNG	4242	78945
rs5756729	PDXP	57026	93381
rs5756729	LGALS1	3956	110262
rs5756729	NOL12	79159	116327
rs5756729	TRIOBP	11078	131658
rs5756729	ELFN2	114794	137876
rs5756729	ELFN2	114794	137901
rs5756729	Z94160.1	100506271	210507
rs5756729	H1F0	3005	239747
rs5756729	GCAT	23464	242559
rs5756729	CYTH4	27128	250001
rs5756729	GALR3	8484	258036
rs5756729	ANKRD54	129138	265509
rs5756729	MIR658	724028	278926
rs5756729	MIR659	724029	282332
rs5756729	EIF3L	51386	283522
rs5756729	RAC2	5880	320898
rs5756729	MICALL1	85377	340311
rs5756729	SSTR3	6753	353024
rs5756729	C1QTNF6	114904	365961
rs5756729	C22orf23	84645	377704
rs5756729	POLR2F	5435	387261
rs5756729	IL2RB	3560	390292
rs5756729	MIR6820	102465492	402217
rs5756729	SOX10	6663	405340
rs5756729	MIR4534	100616146	423448
rs5756729	TMPRSS6	164656	455783
rs5756729	PICK1	9463	490965
rs5756729	KCTD17	79734	501956
rs5756729	SLC16A8	23539	512788
rs5756729	BAIAP2L2	80115	519543
rs5756729	MPST	4357	535524
rs5756729	TST	7263	545163
rs5756729	PLA2G6	8398	546149
rs5756729	TEX33	339669	557505
rs5756729	LL22NC01-81G9.3	100506241	597174
rs5756729	CSF2RB	1439	624897
rs5756729	MAFF	23764	635421
rs5756729	TMEM184B	25829	653945
rs5756729	NCF4	4689	687331
rs5756729	NCF4-AS1	107985578	694905
rs5756729	CSNK1E	1454	725345
rs5756729	Z98749.3	102800317	726572
rs5756729	PVALB	5816	745867
rs5756729	IFT27	11020	789090
rs5756729	KCNJ4	3761	860981
rs5756729	CACNG2	10369	861788
rs5756729	KDELR3	11015	902716
rs5756729	DDX17	10521	918094
rs5756729	DMC1	11144	953603
rs3813135	PGLYRP2	114770	7889
rs3813135	RASAL3	64926	11963
rs3813135	WIZ	58525	26583
rs3813135	MIR1470	100302127	26926
rs3813135	CYP4F22	126410	31959
rs3813135	AKAP8L	26993	57393
rs3813135	AKAP8	10270	96736
rs3813135	CYP4F8	11283	138684
rs3813135	BRD4	23476	143989
rs3813135	CYP4F3	4051	164363
rs3813135	CYP4F12	66002	196223
rs3813135	EPHX3	79852	243099
rs3813135	OR10H2	26538	251486
rs3813135	OR10H3	26532	261451
rs3813135	NOTCH3	4854	275553
rs3813135	MIR6795	102465476	297184
rs3813135	OR10H5	284433	311127
rs3813135	OR10H1	26539	328015
rs3813135	LINC01764	105372290	350511
rs3813135	ILVBL	10994	350749
rs3813135	UCA1	652995	352427
rs3813135	SYDE1	85360	361546
rs3813135	OR1I1	126370	383564
rs3813135	CYP4F2	8529	401489
rs3813135	CASP14	23581	418241
rs3813135	CYP4F11	57834	435833
rs3813135	CCDC105	126402	453265
rs3813135	SLC1A6	6511	453544
rs3813135	OR10H4	126541	467765
rs3813135	OR7C2	26658	534086
rs3813135	LINC00661	126536	538753
rs3813135	LINC00905	148231	554773
rs3813135	OR7A17	26333	590402
rs3813135	TPM4	7171	590487
rs3813135	OR7A10	390892	627612
rs3813135	RAB8A	4218	635095
rs3813135	OR7C1	26664	641158
rs3813135	OR7A5	26659	641249
rs3813135	HSH2D	84941	657494
rs3813135	CIB3	117286	684834
rs3813135	ADGRE2	30817	697993
rs3813135	FAM32A	26017	708846
rs3813135	AP1M1	8907	721044
rs3813135	ZNF333	84449	742788
rs3813135	ADGRE3	84658	786507
rs3813135	KLF2	10365	848283
rs3813135	CLEC17A	388512	865377
rs3813135	EPS15L1	58513	878705
rs3813135	NDUFB7	4713	904472
rs3813135	TECR	9524	910554
rs3813135	DNAJB1	3337	946764
rs3813135	MIR639	693224	946894
rs3813135	GIPC1	10755	980385
rs1065853	APOE	348	583
rs1065853	APOC1	341	4271
rs1065853	TOMM40	10452	6287
rs1065853	APOC1P1	342	16828
rs1065853	NECTIN2	5819	20748
rs1065853	APOC4	346	32262
rs1065853	APOC2	344	36006
rs1065853	CLPTM1	1209	44609
rs1065853	BCAM	4059	88556
rs1065853	RELB	5971	91454
rs1065853	CBLC	23624	109342
rs1065853	CLASRP	11129	129064
rs1065853	BCL3	602	149932
rs1065853	MIR8085	102465879	151255
rs1065853	ZNF296	162979	161524
rs1065853	AC011489.1	105372419	166534
rs1065853	GEMIN7	79760	169219
rs1065853	MARK4	57787	169312
rs1065853	PPP1R37	284352	181420
rs1065853	CEACAM16	388551	199262
rs1065853	CEACAM19	56971	225617
rs1065853	NKPD1	284353	239774
rs1065853	PVR	5817	246393
rs1065853	TRAPPC6A	79090	252952
rs1065853	MIR4531	100616355	256244
rs1065853	BLOC1S3	388552	268769
rs1065853	IGSF23	147710	273195
rs1065853	CEACAM22P	388550	289155
rs1065853	EXOC3L2	90332	302645
rs1065853	CEACAM20	125931	380188
rs1065853	CKM	1158	396438
rs1065853	ZNF180	7733	409452
rs1065853	KLC3	147700	423458
rs1065853	ERCC2	2068	439861
rs1065853	ZNF229	7772	461398
rs1065853	PPP1R13L	10848	469658
rs1065853	CD3EAP	10849	496233
rs1065853	ERCC1	2067	497357
rs1065853	ZNF285	26974	508368
rs1065853	MIR6088	102464836	526678
rs1065853	ZNF112	7771	542759
rs1065853	FOSB	2354	558019
rs1065853	RTN2	6253	575313
rs1065853	PPM1N	147699	578801
rs1065853	VASP	7408	596603
rs1065853	ZNF235	9310	604930
rs1065853	OPA3	80207	617451
rs1065853	ZNF233	353355	634659
rs1065853	ZNF227	7770	672708
rs1065853	GPR4	2828	679788
rs1065853	EML2	24139	697018
rs1065853	MIR330	442902	729018
rs1065853	EML2-AS1	100287177	731518
rs1065853	ZNF226	7769	731595
rs1065853	ZNF234	10780	749667
rs1065853	GIPR	2696	758268
rs1065853	MIR642A	693227	764952
rs1065853	MIR642B	100500845	764956
rs1065853	ZNF225	7768	775160
rs1065853	SNRPD2	6633	777478
rs1065853	QPCTL	54814	782507
rs1065853	AC021092.1	100379224	796831
rs1065853	ZNF224	7767	800090
rs1065853	FBXO46	23403	800653
rs1065853	ZNF284	342909	820363
rs1065853	BHMG1	388553	823275
rs1065853	ZNF223	7766	841985
rs1065853	SIX5	147912	854809
rs1065853	DM1-AS	109729182	857820
rs1065853	DMPK	1760	859741
rs1065853	DMWD	1762	872971
rs1065853	ZNF222	7673	876864
rs1065853	RSPH6A	81492	885734
rs1065853	ZNF230	7773	896050
rs1065853	SYMPK	8189	905434
rs1065853	AC006213.1	101928063	907140
rs1065853	ZNF155	7711	911651
rs1065853	ZNF221	7638	942267
rs1065853	FOXA3	3171	954013
rs1065853	IRF2BP1	26145	973631
rs1065853	ZNF45	7596	974698
rs1065853	MYPOP	339344	980044
rs13469	POLDIP2	26073	1932
rs13469	TNFAIP1	7126	2100
