snp	pqtl_gene	pqtl_entrez_id	neg_log10_p	gwas_source
rs3762056	F10	2159	31.284	10.1101/134551
rs151288400	HTN1	3346	31.237	10.1101/134551
rs6542680	NSDHL	50814	31.208	10.1101/134551
rs62199218	LAMA1,LAMB1,LAMC1	3915,284217,3912	30.959	10.1101/134551
rs986475	NCR3	259197	30.959	10.1101/134551
rs62143206	NADK	65220	30.886	10.1101/134551
rs3749290	FAM3D	131177	30.699	10.1101/134551
rs4632248	STX8	9482	30.553	10.1101/134551
rs74001662	TXNDC5	81567	30.538	10.1101/134551
rs198389	NPPB	4879	30.456	10.1101/134551
rs5167	CPA2	1358	30.398	10.1101/134551
rs10418046	NISCH	11188	30.337	10.1101/134551
rs10745925	NAAA	27163	30.26	10.1101/134551
rs62143197	EIF2B1	1967	30.201	10.1101/134551
rs9864010	DCBLD2	131566	30.18	10.1101/134551
rs73702564	DNAJC30	84277	30.161	10.1101/134551
rs62143194	FGR	2268	30.161	10.1101/134551
rs62143197	MDH1	4190	30.108	10.1101/134551
rs34097845	MPO	4353	30.071	10.1101/134551
rs11447348	PMEPA1	56937	30.06	10.1101/134551
rs12085435	KLRC3	3823	29.921	10.1101/134551
rs2232613	HNRNPC	3183	29.886	10.1101/134551
rs17580	SIGLEC8	27181	29.886	10.1101/134551
rs8176693	TEK	7010	29.854	10.1101/134551
rs62165726	CD163	9332	29.796	10.1101/134551
rs1958078	SMOC1	64093	29.745	10.1101/134551
rs34983651	UGT1A6	54578	29.721	10.1101/134551
rs6441996	NME1	4830	29.62	10.1101/134551
rs12075	CDSN	1041	29.569	10.1101/134551
rs140130028	CTSH	1512	29.444	10.1101/134551
rs4789763	SECTM1	6398	29.42	10.1101/134551
rs2228467	CCL11	6356	29.347	10.1101/134551
rs34528912	TCN1	6947	29.337	10.1101/134551
rs72708013	CDH7	1005	29.301	10.1101/134551
rs429358	ADGRF1	266977	29.18	10.1101/134551
rs704	SYTL4	94121	29.149	10.1101/134551
rs61751507	CAST	831	29.131	10.1101/134551
rs4734879	VEGFA	7422	29.131	10.1101/134551
rs4632248	PLCG1	5335	29	10.1101/134551
rs10931256	FAM171B	165215	28.959	10.1101/134551
rs62143197	PABPC4	8761	28.959	10.1101/134551
rs704	DEFB105A	245908	28.921	10.1101/134551
rs705379	DUSP13	51207	28.921	10.1101/134551
rs1642762	ATP1B2	482	28.824	10.1101/134551
rs3129897	IL21	59067	28.77	10.1101/134551
rs10418046	NME2	4831	28.721	10.1101/134551
rs2853880	HLA,DMA		28.699	10.1101/134551
rs7909223	ITIH5	80760	28.699	10.1101/134551
rs73351608	MGAT4B	11282	28.658	10.1101/134551
rs55636108	B3GNT1		28.585	10.1101/134551
rs62143197	PABPC3	5042	28.585	10.1101/134551
rs3833490	FAM163A	148753	28.553	10.1101/134551
rs704	ARHGAP30	257106	28.456	10.1101/134551
rs6993770	COCH	1690	28.409	10.1101/134551
rs10418046	EIF5	1983	28.328	10.1101/134551
rs61738953	ATF6	22926	28.319	10.1101/134551
rs9271421	H6PD	9563	28.31	10.1101/134551
rs11347749	CTSF	8722	28.237	10.1101/134551
rs227934	CCDC126	90693	28.161	10.1101/134551
rs704	ST6GALNAC1	55808	28.131	10.1101/134551
rs10891700	FCN2	2220	28.131	10.1101/134551
rs704	DPP7	29952	28.102	10.1101/134551
rs7019909	B4GALT1	2683	28.102	10.1101/134551
rs62143197	DOK2	9046	28.081	10.1101/134551
rs7299271	COL1A1	1277	28.06	10.1101/134551
rs10935473	TIE1	7075	28.032	10.1101/134551
rs7787942	C1GALT1C1	29071	28	10.1101/134551
rs704	GRAMD1C	54762	27.959	10.1101/134551
rs3197999	DOCK9	23348	27.959	10.1101/134551
rs601338	GOLM1	51280	27.959	10.1101/134551
rs2268748	GPNMB	10457	27.921	10.1101/134551
rs61753651	ESAM	90952	27.921	10.1101/134551
rs10418046	SKIL	6498	27.854	10.1101/134551
rs11557236	NMRAL1	57407	27.824	10.1101/134551
rs17599599	SPOCK3	50859	27.824	10.1101/134551
rs11447348	BGN	633	27.824	10.1101/134551
rs17850756	QPCTL	54814	27.796	10.1101/134551
rs117103342	POSTN	10631	27.796	10.1101/134551
rs61751507	CAMK1	8536	27.77	10.1101/134551
rs62143206	SPAG11A	653423	27.678	10.1101/134551
rs7412	PSG5	5673	27.658	10.1101/134551
rs28696943	NUDT9	53343	27.638	10.1101/134551
rs74692061	NUDT12	83594	27.553	10.1101/134551
rs3917549	KRTDAP	388533	27.481	10.1101/134551
rs2489623	RSPO3	84870	27.444	10.1101/134551
rs3775298	JAK2	3717	27.284	10.1101/134551
rs10418046	EVL	51466	27.18	10.1101/134551
rs34825443	SERPINA12	145264	27.167	10.1101/134551
rs2506149	NRP1	8829	27.161	10.1101/134551
rs704	GPD1L	23171	27.119	10.1101/134551
rs34436714	POFUT1	23509	27.119	10.1101/134551
rs2286798	NMES1		27.022	10.1101/134551
rs10418046	HS3ST3A1	9953,9955	27	10.1101/134551
rs62143198	IFIT3	3437	26.921	10.1101/134551
rs919791	CPA2	1358	26.854	10.1101/134551
rs4298806	ITIH1	3697	26.824	10.1101/134551
rs10424405	H1FX	8971	26.745	10.1101/134551
rs5167	MAGEA3	4102	26.699	10.1101/134551
rs1065853	TP53I11	9537	26.699	10.1101/134551
rs681343	CCL15	6359	26.658	10.1101/134551
rs62143197	IGBP1	3476	26.638	10.1101/134551
rs6037651	GRID2	2895	26.62	10.1101/134551
rs62143197	CSNK1G2	1455	26.602	10.1101/134551
rs139574809	TMEM132D	121256	26.585	10.1101/134551
rs6695321	PPP2R3A	5523	26.585	10.1101/134551
rs60292400	ASAP2	8853	26.469	10.1101/134551
rs35223184	IGDCC4	57722	26.456	10.1101/134551
rs10418046	PRKAR1B	5575	26.42	10.1101/134551
rs75627662	RAB14	51552	26.367	10.1101/134551
rs111331197	TXNDC5	81567	26.337	10.1101/134551
rs79920061	NAALAD2	10003	26.222	10.1101/134551
rs10418046	RAP1GAP	5909	26.201	10.1101/134551
rs35822882	CLIC5	53405	26.131	10.1101/134551
rs62143197	CD226	10666	26.092	10.1101/134551
rs17315646	MAP2K4	6416	26.081	10.1101/134551
rs79084672	NOG	9241	26.06	10.1101/134551
rs704	RASA1	5921	26.06	10.1101/134551
rs729654	POMGNT2	84892	26.032	10.1101/134551
rs62358364	C9	735	26.032	10.1101/134551
rs704	GOSR1	9527	26.022	10.1101/134551
rs11447348	PSD2	84249	25.959	10.1101/134551
rs704	MAGEA10	4109	25.854	10.1101/134551
rs41267397	BCAN	63827	25.796	10.1101/134551
rs10418046	RPE	6120	25.796	10.1101/134551
rs62087214	CD300C	10871	25.77	10.1101/134551
rs704	GBP6	163351	25.745	10.1101/134551
rs62143197	SSMEM1	136263	25.721	10.1101/134551
rs8176747	TLL1	7092	25.699	10.1101/134551
rs2250889	MMP9	4318	25.678	10.1101/134551
rs1065853	SURF1	6834	25.658	10.1101/134551
rs967645	IBSP	3381	25.658	10.1101/134551
rs5756729	LGALS2	3957	25.658	10.1101/134551
rs3813135	ADM	133	25.638	10.1101/134551
rs1065853	NRBP1	29959	25.602	10.1101/134551
rs13469	EXTL2	2135	25.602	10.1101/134551
rs4632248	DDX58	23586	25.538	10.1101/134551
rs6993770	PDGFD	80310	25.509	10.1101/134551
rs429358	PDZK1IP1	10158	25.509	10.1101/134551
rs11086556	MUL1	79594	25.456	10.1101/134551
rs7080536	GRP	2922	25.432	10.1101/134551
rs13402475	ADAM11	4185	25.409	10.1101/134551
rs62143197	BLVRA	644	25.367	10.1101/134551
rs11575578	IL11RA	3590	25.357	10.1101/134551
rs11607100	CHRDL2	25884	25.237	10.1101/134551
rs704	RGS19	10287	25.208	10.1101/134551
rs4767027	OAS1	4938	25.208	10.1101/134551
rs4971155	FCRL1	115350	25.201	10.1101/134551
rs62143197	RAC3	5881	25.131	10.1101/134551
rs429358	KIR2DL5A	57292	25.119	10.1101/134551
rs10418046	PTPN11	5781	25.102	10.1101/134551
rs967645	DCUN1D5	84259	25.102	10.1101/134551
rs62143197	NFE2L1	4779	25.102	10.1101/134551
rs1056524	ITIH1	3697	25.081	10.1101/134551
rs139571703	IGLL1	3543	25.009	10.1101/134551
rs72708013	CD3E	916	25	10.1101/134551
rs12124234	CD48	962	24.959	10.1101/134551
rs429358	NAPB	63908	24.921	10.1101/134551
rs78625720	NT5C	30833	24.921	10.1101/134551
rs10139058	ACP2	53	24.921	10.1101/134551
rs9643300	ST3GAL1	6482	24.854	10.1101/134551
rs62143206	SCMH1	22955	24.824	10.1101/134551
rs57091121	UNC5C	8633	24.721	10.1101/134551
rs143361672	DPEP2	64174	24.699	10.1101/134551
rs77881626	RFESD	317671	24.678	10.1101/134551
rs34436714	THYN1	29087	24.638	10.1101/134551
rs28578007	SUMF1	285362,100130207	24.638	10.1101/134551
rs3129205	COL11A2	1302	24.585	10.1101/134551
rs1409338	CD3E	916	24.538	10.1101/134551
rs2468789	FARS2	10667	24.523	10.1101/134551
rs11568972	EGF	1950	24.509	10.1101/134551
rs7412	CDHR5	53841	24.456	10.1101/134551
rs415895	SWAP70	23075	24.456	10.1101/134551
rs704	CD34	947	24.42	10.1101/134551
rs4074478	GPC1	2817	24.367	10.1101/134551
rs36082205	XXYLT1	152002	24.357	10.1101/134551
rs967645	APOA5	116519	24.337	10.1101/134551
rs59123177	RNF13	11342	24.268	10.1101/134551
rs34460487	GLTPD2	388323	24.167	10.1101/134551
rs12614	GREM1	26585	24.161	10.1101/134551
rs4845586	CREB3L4	148327	24.149	10.1101/134551
rs704	RIC3	79608	24.149	10.1101/134551
rs10128781	H6PD	9563	24.071	10.1101/134551
rs62143197	NBR1	4077	24.022	10.1101/134551
rs704	RLBP1	6017	24	10.1101/134551
rs7412	KIN	22944	23.921	10.1101/134551
rs62143197	TNNI3	7137	23.854	10.1101/134551
rs7950273	PDGFD	80310	23.854	10.1101/134551
rs1891906	ISG15	9636	23.854	10.1101/134551
rs10424405	SULF2	55959	23.824	10.1101/134551
rs10418046	TMEM230	29058	23.796	10.1101/134551
rs10418046	SYNE2	23224	23.796	10.1101/134551
rs12882946	EPHB3	2049	23.745	10.1101/134551
rs71632673	APCS	325	23.721	10.1101/134551
rs12368181	IL21	59067	23.699	10.1101/134551
rs1534166	NAALAD2	10003	23.678	10.1101/134551
rs36105360	LMNB1	4001	23.658	10.1101/134551
rs11206397	FAM151A	338094	23.585	10.1101/134551
rs163352	CNTN4	152330	23.569	10.1101/134551
rs200123836	LRPPRC	10128	23.553	10.1101/134551
rs5167	XRCC4	7518	23.553	10.1101/134551
rs10424405	HMOX2	3163	23.523	10.1101/134551
rs4241818	GNRH1	2796	23.509	10.1101/134551
rs10800453	TFPI	7035	23.495	10.1101/134551
rs17107803	TST	7263	23.481	10.1101/134551
rs7080536	IFNGR1	3459	23.456	10.1101/134551
rs704	NAP1L2	4674	23.42	10.1101/134551
rs8176743	IL27RA	9466	23.409	10.1101/134551
rs4241818	DBNL	28988	23.409	10.1101/134551
rs2271893	LMAN2L	81562	23.357	10.1101/134551
rs35483681	CLMP	79827	23.347	10.1101/134551
rs704	RNF128	79589	23.328	10.1101/134551
rs2275180	TIE1	7075	23.319	10.1101/134551
rs10418046	RAB14	51552	23.31	10.1101/134551
rs62143198	TNFSF14	8740	23.292	10.1101/134551
rs62143197	MAP2K3	5606	23.187	10.1101/134551
rs3917549	LAMTOR3	8649	23.167	10.1101/134551
rs115478735	TPST2	8459	23.102	10.1101/134551
rs4632248	ST6GALNAC3	256435	23.092	10.1101/134551
rs6043409	SIRPG	55423	23.092	10.1101/134551
rs8193016	CEL	1056	23.081	10.1101/134551
rs9890200	SPATA20	64847	23.06	10.1101/134551
rs10582034	CD63	967	23.051	10.1101/134551
rs704	ERO1L		23.041	10.1101/134551
rs11955347	C1QTNF5	114902	23.041	10.1101/134551
rs139641769	TCN2	6948	23	10.1101/134551
rs62143197	ALDOA	226	22.959	10.1101/134551
rs12694039	CCL28	56477	22.959	10.1101/134551
rs1973612	PTHLH	5744	22.921	10.1101/134551
rs17860955	MMP10	4319	22.854	10.1101/134551
rs704	MTPAP	55149	22.854	10.1101/134551
rs28480494	CISD1	55847	22.77	10.1101/134551
rs704	WDR1	9948	22.745	10.1101/134551
rs12740374	CA10	56934	22.678	10.1101/134551
rs13402561	IL1B	3553	22.658	10.1101/134551
rs58452280	PRB4	5545	22.569	10.1101/134551
rs1126728	PGM1	5236	22.553	10.1101/134551
rs17580	CDC42BPA	8476	22.509	10.1101/134551
rs2731673	METTL1	4234	22.495	10.1101/134551
rs704	CHKB	1120	22.481	10.1101/134551
rs10418046	TOLLIP	54472	22.469	10.1101/134551
rs61739314	EMILIN3	90187	22.444	10.1101/134551
rs78770234	LRPAP1	4043	22.444	10.1101/134551
rs145648894	AKR1C1	1645	22.42	10.1101/134551
rs1956456	GOT1	2805	22.252	10.1101/134551
rs2283824	TPST2	8459	22.222	10.1101/134551
rs529541	ARHGEF10	9639	22.143	10.1101/134551
rs4835097	POMGNT2	84892	22.102	10.1101/134551
rs5848	GRN	2896	22.092	10.1101/134551
rs11574765	IL6ST	3572	22	10.1101/134551
rs10418046	PRKACA	5566	21.921	10.1101/134551
rs35030851	TEK	7010	21.854	10.1101/134551
rs146261845	CD163	9332	21.796	10.1101/134551
rs704	RABEPK	10244	21.796	10.1101/134551
rs62143206	FUT9	10690	21.796	10.1101/134551
rs704	NGFR	4804	21.77	10.1101/134551
rs62143206	LAMTOR3	8649	21.77	10.1101/134551
rs10885877	GFRA1	2674	21.699	10.1101/134551
rs6801789	LRRN1	57633	21.638	10.1101/134551
rs62143197	GABARAPL2	11345	21.602	10.1101/134551
rs62143197	UBE2V1	7335	21.602	10.1101/134551
rs72708013	TOR1AIP1	26092	21.523	10.1101/134551
rs56204594	RNASE2	6036	21.495	10.1101/134551
rs62143197	TAX1BP3	30851	21.367	10.1101/134551
rs10418046	COX6C	1345	21.319	10.1101/134551
rs547138	F10	2159	21.237	10.1101/134551
rs41313926	KCNE5	23630	21.222	10.1101/134551
rs12566098	IL12RB2	3595	21.222	10.1101/134551
rs4657825	CFB	629	21.201	10.1101/134551
rs4619875	ARFIP1	27236	21.18	10.1101/134551
rs1042464	NXT1	29107	21.149	10.1101/134551
rs10418046	CASP3	836	21.143	10.1101/134551
rs77542162	CCL22	6367	21.143	10.1101/134551
rs1801690	VSIG2	23584	21.119	10.1101/134551
rs58452280	CCNC	892	21.119	10.1101/134551
rs6993770	DKK1	22943	21.108	10.1101/134551
rs4899178	AGER	177	21.06	10.1101/134551
rs10424405	HMGN1	3150	21.051	10.1101/134551
rs10159712	CDH7	1005	21	10.1101/134551
rs6809081	CGREF1	10669	20.959	10.1101/134551
rs6993770	CTSA	5476	20.959	10.1101/134551
rs3917549	TNS4	84951	20.886	10.1101/134551
rs12210904	MAPK13	5603	20.824	10.1101/134551
rs113022368	CCL17	6361	20.796	10.1101/134551
rs492602	TCN1	6947	20.745	10.1101/134551
rs1831282	BATF3	55509	20.745	10.1101/134551
rs5757973	PDCD1	5133	20.699	10.1101/134551
rs7964859	CTSA	5476	20.699	10.1101/134551
rs62143198	HTATIP2	10553	20.699	10.1101/134551
rs4795433	BACH1	571,100379661	20.678	10.1101/134551
rs35154032	PLXNA1	5361	20.678	10.1101/134551
rs704	RRM2B	50484	20.678	10.1101/134551
rs4395853	POFUT2	23275	20.658	10.1101/134551
rs146901797	APBB2	323	20.658	10.1101/134551
rs10031452	CXCL11	6373	20.62	10.1101/134551
rs75287599	LHB	3972	20.62	10.1101/134551
rs704	GRB14	2888	20.602	10.1101/134551
rs4795433	KCNIP1	30820	20.569	10.1101/134551
rs112206797	AMELX	265	20.523	10.1101/134551
rs2241384	LILRA4	23547	20.469	10.1101/134551
rs2248863	C1QTNF5	114902	20.456	10.1101/134551
rs483082	GSTM1	2944	20.432	10.1101/134551
rs34813609	APOD	347	20.377	10.1101/134551
rs3917532	MILR1	284021	20.367	10.1101/134551
rs10418046	CCBL2		20.367	10.1101/134551
rs34124816	RETN	56729	20.357	10.1101/134551
rs5112	PMEPA1	56937	20.337	10.1101/134551
rs738086	SCARF2	91179	20.319	10.1101/134551
rs3136674	CDSN	1041	20.31	10.1101/134551
rs7247412	B4GALT1	2683	20.31	10.1101/134551
rs8176743	SEMA6A	57556	20.26	10.1101/134551
rs139276089	GCG	2641	20.252	10.1101/134551
rs6993770	DKK4	27121	20.237	10.1101/134551
rs635634	LIFR	3977	20.222	10.1101/134551
rs62143197	HDLBP	3069	20.149	10.1101/134551
rs62143197	OAS1	4938	20.149	10.1101/134551
rs10582034	ASCC1	51008	20.143	10.1101/134551
rs429358	DCK	1633	20.131	10.1101/134551
rs887241	ALDH3A1	218	20.108	10.1101/134551
rs10866867	SCARA5	286133	20.102	10.1101/134551
rs34813609	ZNF276	92822	20.102	10.1101/134551
rs62143197	PAFAH1B2	5049	20.102	10.1101/134551
rs369849874	CCL19	6363	20.102	10.1101/134551
rs6505079	CRABP1	1381	20.092	10.1101/134551
rs967645	M6PR	4074	20.022	10.1101/134551
rs35505705	MAN1A2	10905	19.959	10.1101/134551
rs429358	LCN10	414332	19.959	10.1101/134551
rs6809081	JAK2	3717	19.921	10.1101/134551
rs7144298	SLC9B2	133308	19.921	10.1101/134551
rs1801689	DNAJB9	4189	19.886	10.1101/134551
rs141738059	HNF4A	3172	19.854	10.1101/134551
rs7513428	CREG1	8804	19.854	10.1101/134551
rs1065853	APOB	338	19.824	10.1101/134551
rs704	PCDHGC5	56097	19.824	10.1101/134551
rs1801020	PRKCSH	5589	19.77	10.1101/134551
rs34970894	NPW	283869	19.745	10.1101/134551
rs704	METTL1	4234	19.721	10.1101/134551
rs9900613	MXRA7	439921	19.721	10.1101/134551
rs4665710	SLC5A8	160728	19.699	10.1101/134551
rs438811	TOM1L1	10040	19.658	10.1101/134551
rs10418046	SYNCRIP	10492	19.658	10.1101/134551
rs6838228	RAD51L3		19.638	10.1101/134551
rs11845244	DEFB119	245932	19.638	10.1101/134551
rs7010461	IDO1	3620	19.602	10.1101/134551
rs61738953	CDNF	441549	19.602	10.1101/134551
rs13229701	PRSS2	5645	19.553	10.1101/134551
rs2229437	PRCP	5547	19.553	10.1101/134551
rs62143198	ACAP2	23527	19.432	10.1101/134551
rs61751507	CGREF1	10669	19.337	10.1101/134551
rs2227551	PLAU	5328	19.268	10.1101/134551
rs200997557	ETS2	2114	19.208	10.1101/134551
rs516246	SECTM1	6398	19.201	10.1101/134551
rs704	IGFL3	388555	19.149	10.1101/134551
rs10418046	NMT1	4836	19.131	10.1101/134551
rs72743610	LRP1	4035	19.108	10.1101/134551
rs72802342	CPB1	1360	19.071	10.1101/134551
rs12075	CCL11	6356	19.071	10.1101/134551
rs547138	F10	2159	19.051	10.1101/134551
rs1552641	SIRT2	22933	19.041	10.1101/134551
rs34813609	GPD1L	23171	19.032	10.1101/134551
rs62143197	CASP10	843	19.022	10.1101/134551
rs429358	ARL1	400	18.959	10.1101/134551
rs62143198	CRKL	1399	18.959	10.1101/134551
rs2795507	RET	5979	18.959	10.1101/134551
rs145188037	IGFBP3	3486	18.959	10.1101/134551
rs10745925	ARSK	153642	18.959	10.1101/134551
rs34221241	FLT4	2324	18.824	10.1101/134551
rs6993770	ERP44	23071	18.824	10.1101/134551
rs2524277	TFF3	7033	18.796	10.1101/134551
rs704	CPVL	54504	18.77	10.1101/134551
rs41305481	COL15A1	1306	18.721	10.1101/134551
rs1065853	DEFB119	245932	18.658	10.1101/134551
rs146385050	COL1A1	1277	18.658	10.1101/134551
rs10738948	RGMA	56963	18.658	10.1101/134551
rs28929474	WISP3	8838	18.553	10.1101/134551
rs62143197	YWHAZ	7534	18.523	10.1101/134551
rs117399000	CA10	56934	18.523	10.1101/134551
rs62143197	LYN	4067	18.495	10.1101/134551
rs1245540	SPOCK2	9806	18.481	10.1101/134551
rs1961839	MFGE8	4240	18.469	10.1101/134551
rs71314970	APOL1	8542	18.456	10.1101/134551
rs62143197	LYN	4067	18.444	10.1101/134551
rs7041	JAG1	182	18.42	10.1101/134551
rs4241819	TAC1	6863	18.387	10.1101/134551
rs58056804	S100A4	6275	18.347	10.1101/134551
rs62143194	SLC27A2	11001	18.319	10.1101/134551
rs929477	FAM20A	54757	18.292	10.1101/134551
rs12921670	CRISPLD2	83716	18.268	10.1101/134551
rs2545801	CD63	967	18.26	10.1101/134551
rs11549914	DNAJC17	55192	18.252	10.1101/134551
rs10424405	TEX29	121793	18.237	10.1101/134551
rs61745945	ENTHD2		18.229	10.1101/134551
rs919791	C6orf89	221477	18.201	10.1101/134551
rs62143197	PNKP	11284	18.187	10.1101/134551
rs12371	C17orf78	284099	18.149	10.1101/134551
rs7964859	IDUA	3425	18.143	10.1101/134551
rs572361305	ISG15	9636	18.108	10.1101/134551
rs6472812	TLR4,LY96	23643,7099	18.108	10.1101/134551
rs10424405	FBP1	2203	18.108	10.1101/134551
rs1431093	PTN	5764	18.102	10.1101/134551
rs12137505	PEAR1	375033	18.092	10.1101/134551
rs74480769	C1QTNF9	338872	18.081	10.1101/134551
rs2073867	ANXA10	11199	18.051	10.1101/134551
rs28361034	NSF	4905	18	10.1101/134551
rs62143197	GNPDA1	10007	17.959	10.1101/134551
rs28929474	TXNDC5	81567	17.959	10.1101/134551
rs313829	TPST1	8460	17.959	10.1101/134551
rs116795853	DNAJB11	51726	17.959	10.1101/134551
rs704	MMP8	4317	17.921	10.1101/134551
rs1563317	RGMB	285704	17.921	10.1101/134551
rs62295996	CCDC126	90693	17.921	10.1101/134551
rs704	ITSN1	6453	17.921	10.1101/134551
rs967645	EFNB1	1947	17.886	10.1101/134551
rs5848	C1QTNF1	114897	17.886	10.1101/134551
rs62143206	CDK8,CCNC	1024,892	17.886	10.1101/134551
rs139531404	DGKB	1607	17.854	10.1101/134551
rs74480769	HK1	3098	17.824	10.1101/134551
rs7298766	NELL1	4745	17.824	10.1101/134551
rs12740374	FJX1	24147	17.824	10.1101/134551
rs2228139	IL1RL2	8808	17.796	10.1101/134551
rs28929474	DNAJB9	4189	17.77	10.1101/134551
rs6993770	APLP2	334	17.745	10.1101/134551
rs34827544	HS6ST1	9394	17.721	10.1101/134551
rs13318853	CPB1	1360	17.699	10.1101/134551
rs62295996	PPT1	5538	17.678	10.1101/134551
rs11059617	TMEM132C	92293	17.658	10.1101/134551
rs4151659	EMC4	51234	17.62	10.1101/134551
rs1791679	CTSF	8722	17.602	10.1101/134551
rs10849546	QSOX1	5768	17.602	10.1101/134551
rs6993770	LGALS7	3963,653499	17.585	10.1101/134551
rs34038940	AMH	268	17.585	10.1101/134551
rs61867369	GPC1	2817	17.569	10.1101/134551
rs2073867	SEL1L2	80343	17.553	10.1101/134551
rs200436316	RAB26	25837	17.523	10.1101/134551
rs704	NRSN1	140767	17.523	10.1101/134551
rs4795433	ECE1	1889	17.523	10.1101/134551
rs10424405	PDRG1	81572	17.432	10.1101/134551
rs574174001	CST7	8530	17.398	10.1101/134551
rs4747199	GRN	2896	17.367	10.1101/134551
rs679574	FAM177A1	283635	17.357	10.1101/134551
rs3917549	CD79A	973	17.337	10.1101/134551
rs11337012	LPO	4025	17.328	10.1101/134551
rs74480769	CDK5,CDK5R1	1020,8851	17.328	10.1101/134551
rs117059302	HAVCR2	84868	17.319	10.1101/134551
rs34813609	PCDHB4	56131	17.284	10.1101/134551
rs35457250	GREM2	64388	17.284	10.1101/134551
rs148235292	LILRA5	353514	17.229	10.1101/134551
rs13159135	ARSB	411	17.229	10.1101/134551
rs56401446	PSMD5	5711	17.208	10.1101/134551
rs2731673	NRXN1	9378	17.208	10.1101/134551
rs12972028	MAPKAPK3	7867	17.201	10.1101/134551
rs704	GRB7	2886	17.18	10.1101/134551
rs62143196	PPIL1	51645	17.167	10.1101/134551
rs61808983	EHBP1	23301	17.149	10.1101/134551
rs17288108	NTN4	59277	17.143	10.1101/134551
rs62143197	TLN2	83660	17.131	10.1101/134551
rs74480769	MCEMP1	199675	17.131	10.1101/134551
rs62143197	SPOCK1	6695	17.119	10.1101/134551
rs10424405	DBNL	28988	17.092	10.1101/134551
rs11160165	CHIC2	26511	17.032	10.1101/134551
rs62143197	ARHGEF1	9138,100505585	17.022	10.1101/134551
rs8105422	TMEM2	23670	17	10.1101/134551
rs6993770	ANGPT1	284	16.959	10.1101/134551
rs4795433	ELL	8178	16.959	10.1101/134551
rs11581607	IL23R	149233	16.921	10.1101/134551
rs11624464	PILRA	29992	16.921	10.1101/134551
rs13402475	MAGEA3	4102	16.886	10.1101/134551
rs145662369	SVEP1	79987	16.886	10.1101/134551
rs4920605	MFAP2	4237	16.886	10.1101/134551
rs17796777	FLRT2	23768	16.824	10.1101/134551
rs62143197	BTK	695	16.77	10.1101/134551
rs704	RHPN2	85415	16.77	10.1101/134551
rs74480769	KAT6A	7994	16.77	10.1101/134551
rs74480769	ZAP70	7535	16.745	10.1101/134551
rs704	CDC25B	994	16.745	10.1101/134551
rs12368181	PTPN4	5775	16.721	10.1101/134551
rs2016575	SEMA3G	56920	16.721	10.1101/134551
rs141232332	LILRB1	10859	16.678	10.1101/134551
rs1410996	CFP	5199	16.678	10.1101/134551
rs3775298	CHGA	1113	16.658	10.1101/134551
rs34813609	SLAMF7	57823	16.658	10.1101/134551
rs10418046	ITM2A	9452	16.585	10.1101/134551
rs62143194	BGLAP	632	16.569	10.1101/134551
rs13402561	FKBP14	55033	16.569	10.1101/134551
rs62143197	EIF3J	8669	16.538	10.1101/134551
rs141738059	BCL10	8915	16.538	10.1101/134551
rs17254387	RNASE1	6035	16.523	10.1101/134551
rs10424405	STMN4	81551	16.509	10.1101/134551
rs71631868	XRCC4	7518	16.495	10.1101/134551
rs141738059	SUMF1	285362,100130207	16.481	10.1101/134551
rs3917549	PRKG1	5592	16.469	10.1101/134551
rs74480769	LCN10	414332	16.444	10.1101/134551
rs4241818	BMP7	655	16.432	10.1101/134551
rs28749114	TAPBPL	55080	16.42	10.1101/134551
rs112760834	ASPH	444	16.387	10.1101/134551
rs74480769	FOLH1	2346,219595	16.367	10.1101/134551
rs28664709	SPTAN1	6709	16.357	10.1101/134551
rs11064321	PIANP	196500	16.301	10.1101/134551
rs966751	SLC22A16	85413	16.292	10.1101/134551
rs8102493	PGLYRP1	8993	16.292	10.1101/134551
rs434206	COL6A1	1291	16.284	10.1101/134551
rs1065853	EMC4	51234	16.268	10.1101/134551
rs71640034	NGFR	4804	16.167	10.1101/134551
rs5167	TMEM59L	25789	16.149	10.1101/134551
rs12092641	VTN	7448	16.131	10.1101/134551
rs3820897	SF1	7536	16.102	10.1101/134551
rs62143197	RGS18	64407	16.071	10.1101/134551
rs371314787	FASLG	356	16.032	10.1101/134551
rs9801017	PCOLCE	5118	16	10.1101/134551
rs200256983	PPY	5539	16	10.1101/134551
rs1147707	FSTL1	11167	15.959	10.1101/134551
rs62143197	PRKCI	5584	15.959	10.1101/134551
rs7113211	NCAM1	4684	15.959	10.1101/134551
rs111844913	PCDHB2	56133	15.921	10.1101/134551
rs10424405	RFXAP	5994	15.921	10.1101/134551
rs2245801	SNCA	6622	15.921	10.1101/134551
rs200253706	ARSK	153642	15.886	10.1101/134551
rs4241819	ANP32B	10541	15.886	10.1101/134551
rs4795433	LIF	3976	15.854	10.1101/134551
rs34983651	PTK6	5753	15.854	10.1101/134551
rs2007272	PIGR	5284	15.854	10.1101/134551
rs678	SUN3	256979	15.824	10.1101/134551
rs10860794	PRCP	5547	15.824	10.1101/134551
rs10424405	KRTDAP	388533	15.824	10.1101/134551
rs1863622	GRP	2922	15.796	10.1101/134551
rs202135714	HINT1	3094	15.796	10.1101/134551
rs10418046	TXLNA	200081	15.77	10.1101/134551
rs4259951	GABBR2	9568	15.77	10.1101/134551
rs10500671	FNDC5	252995	15.77	10.1101/134551
